id,name,description
84076660,"Продавец-кассир (г. Моршанск, ул. Куйбышева)","<p>Русский Аппетит – сеть киосков быстрого питания с 25-летней историей.<br />Компания &quot;Русский аппетит&quot; приглашает в свою команду продавцов-кассиров.<br />Для иностранных специалистов обязательно наличие патента в случаях, прямо предусмотренных действующим законодательством.</p> <p> </p> <p>Мы предлагаем Вам:</p> <ul> <li>Работа рядом с домом – выбери место работы, ближайшее к твоему дому;</li> <li>Сменный график работы. Преимущественно 7/7;</li> <li>Оплачиваемая стажировка;</li> <li>Оплата медицинской книжки;</li> <li>Скидки 50% на комплексный обед;</li> <li>Официальное оформление по ТК РФ;</li> <li>Премии и призы по результатам профессиональных конкурсов и производственных соревнований.</li> <li>Приветствуется опыт работы на позициях: продавец-консультант, менеджер торгового зала.</li> </ul> <p><br />Ваши задачи:</p> <ul> <li>Обслуживание покупателей;</li> <li>Работа на кассе;</li> <li>Разогрев и сбор заказа;</li> <li>Прием и выкладка продукции.</li> </ul> <p><br />Мы ожидаем от нашего кандидата:</p> <p>Желание зарабатывать и развиваться вместе с нашей командой!<br />Приветствуется опыт работы в сетях «Пятерочка», «Магнит», «Перекресток», «Окей», «Лента», «Ашан», «ЦентрТорг», «Линия», «Карусель», «Билла», «Бургер Кинг», «Жар-пицца», «KFC».<br /><em>Работать в компании «Русский Аппетит» – значит задавать тренды на рынке общественного питания.</em></p>"
,,
84078009,Системный аналитик (личный кабинет),"<p><strong><em><em>ООО</em> &quot;ВОСТОК-ЗАПАД&quot;</em></strong> - крупнейший в России дистрибутор продуктов питания в сегменте Food Service. Мы логистический оператор, оказываем 3,4 PL услуги. Работаем как с крупными сетями: KFC, Burger King, ДоДо пицца, Шоколадница и т.д., так и с атмосферными заведениями местного значения.</p> <p><strong>В СВЯЗИ С РАСШИРЕНИЕМ ПРИГЛАШАЕМ В КОМАНДУ: СИСТЕМНОГО АНАЛИТИКА</strong></p> <p><br /><strong>Обязанности:</strong></p> <ul> <li>Анализ бизнес-требований и функциональных требований;</li> <li>Проектирование наилучшей технической реализации, проработка технического решения;</li> <li>Написание ТЗ на разработку;</li> <li>Проведение приемосдат<em>очны</em>х испытаний по выполненным настройкам/разработкам;</li> <li>Разработка технической документации.</li> </ul> <strong>Требования:</strong> <ul> <li>Опыт работы системным аналитиком от 2 лет;</li> <li>Опыт написания ТЗ и спецификаций, технической документации;</li> <li>Опыт участия в проектах разработки вэб или мобильных продуктов ;</li> <li>Реальный опыт в разработке мобильных или web приложений в качестве системного аналитика;</li> <li>Умение читать и проектировать API;</li> <li>Умение работать с JSON, YAML, XML;</li> <li>Владение Postman, использование Swagger;</li> <li>Опыт работы с JIRA, Confluence и Figma;</li> <li>Навыки работы с ELK.</li> </ul> <strong>Условия:</strong> <ul> <li> <p>Мы предлагаем работу в успешной компании, федерального уровня, лидере в своем сегменте;</p> </li> <li> <p>Официальное оформление, с полным соблюдением ТК <em>РФ</em> в аккредитованную ИТ компанию;</p> </li> <li> <p>Удаленный <em>форма</em>т работы;</p> </li> <li> <p>Официальный доход;</p> </li> <li> <p>Работа в команде профессионалов с возможностью профессионального и карьерного роста.</p> </li> </ul>"
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
84324088,Ночной уборщик,"<p> </p> <p><strong>Мы ищем не персонал, мы ищем Людей!</strong></p> <p><strong>Приходи работать в лучший ресторан быстрого питания Бургер Кинг (Burger King).</strong></p> <p><strong>Рады видеть тебя в нашей команде!</strong></p> <p> </p> <p><strong>Обязанности:</strong></p> <ul> <li>Уборка оборудования: очистка грилей, фритюрниц, вытяжек, жироуловителей</li> <li>Мойка посуды</li> <li>Уборка других помещений на территории ресторана</li> <li>Соблюдение правил безопасности и санитарных норм</li> </ul> <p> </p> <p><strong>Требования:</strong></p> <ul> <li>Опыт работы не требуется</li> <li>Ответственность и внимательность к деталям</li> </ul> <p> </p> <p><strong>Условия:</strong></p> <ul> <li>Конкурентная заработная плата 2 раза в месяц</li> <li>График работы: ночные смены</li> <li>Обеспечиваем средствами уборки помещений</li> <li>Бесплатная медицинская книжка, униформа и вкусные обеды для наших людей</li> </ul> <p> </p> <p><strong><strong>Подари новую работу своим друзьям и получи 10 000 рублей на руки за каждую рекомендацию</strong></strong></p> <p>Приветствуется опыт работы в KFC (КФС, Ростикс), Вкусно и точка (Макдональдс, McDonalds), Додо пицца, Пятёрочка, Магнит, Дикси, Доминос пицца, Теремок, Крошка-Картошка</p> <p> </p> <p>Оставь свой отклик или звони по номеру из Объявления.</p> <p>Приходи в команду, в которой НЕ носят корон!</p> <p> </p>"
,,
,,
,,
,,
,,
,,
84421028,Повар,"<p><strong>Повар.</strong></p> <p>· Зарплата – за месяц от 67000 руб. до 83000 руб., Медкнижка – бесплатно.</p> <p> Смена 3300р </p> <p><strong>Условия. Му-Му это –</strong></p> <p>· Сеть кафе быстрого питания;</p> <p>· Рядом с метро;</p> <p>· График работы 5/2, 6/1 с возможностью брать доп. смены;</p> <p>· Возможно трудоустройство в день обращения;</p> <p>· Возможность начать работу без опыта;</p> <p>· Профессиональный, карьерный рост;</p> <p>· Двухразовое, комплексное питание и удобная униформа;</p> <p>· Выплаты заработной платы дважды в месяц; Если у Вас есть статус самозанятый, то раз в неделю.</p> <p><strong>Задачи:</strong></p> <p>· Доготовка горячих или холодных блюд;</p> <p><strong>Му-Му. Работа точно для вас</strong>, если Вы –</p> <p>· Хотите зарабатывать;</p> <p>· Без опыта или с опытом в кафе – «Теремок», «Грабли», «Крошка картошка», «KFC», «Burger King», «Subway», «Вкусно и точка», «Брусника»;</p> <p>· Доброжелательны и любите общаться с людьми;</p> <p>· Хотите развиваться, прокачивать навыки и работать в будущем в лучших ресторанах Москвы.</p> <p><strong>Звоните или откликайтесь прямо сейчас!</strong></p>"
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
84670204,Кассир в кафе,"<p><strong>Работа КАССИРОМ в кафе МАГБУРГЕР - это стабильность и уверенность в будущем.</strong><br /><br />Ждем в команду сотрудников, кто любит общаться с гостями и посетителями, готов к активной и динамичной работе, ответственно подходит к рабочим задачам и умеет работать в команде.<br /><br /><strong>Мы ценим наших сотрудников и гарантируем:</strong></p> <p><br />· стабильная заработная плата (выплаты 2 раза в месяц)<br />· премии за выполнение плановых показателей<br />· бесплатное питание на смене<br />· скидка 30% по карточке в кафе (кофе, еда)<br />· оформление медицинской книжки за счет компании<br />· обучение стандартам компании в корпоративной академии<br />· оплачиваемая стажировка во время обучения<br />· бесплатное предоставление новой, красивой рабочей формы<br />· работа рядом с домом<br />· доплата за наставничество<br />· премия за рекомендацию &quot;Приведи сотрудника&quot; (только РФ) – 5 000 рублей<br />· карьерный и профессиональный рост внутри компании<br />· комфортные условия труда, комната для отдыха<br />· работа на профессиональном оборудовании<br />· гибкий график работы: сменный, сутки/3, сутки/2.<br /><br /><strong>Опыт работы приветствуется, но не обязателен - всему научим и поможем освоить новую профессию.</strong></p> <p>Если вы ранее работали: кассир, администратор, продавец-кассир в компаниях Доминос Пицца, Папа Джонс, До До Пицца, Макдоналдс, КФС, Бургер Кинг, Тануки - также будем рады предложить вам работу.</p> <p><br /><strong>Обязанности:</strong><br /><br />· Обеспечение быстрого и качественного обслуживания клиентов кафе<br />· Продажа продукции кафе, кассовое обслуживание гостей кафе в соответствии со стандартами компании<br />· Соблюдение санитарных норм, стандартов и регламентов безопасности, кассовой дисциплины<br />· Осуществление приема, учета и выдачи денежных средств с обязательным соблюдением правил, обеспечивающих их сохранность<br />· Контроль документооборота в кафе согласно правилам, инструкциям и регламентам компании<br />· Соблюдение в кафе правила внутреннего и внешнего гостеприимства<br />· Разрешение конфликтных вопросов с клиентами исходя из ценностей компании и своих полномочий<br /><br /><strong>Место работы: </strong>АЗС 015. МО, Дмитровский р-он, д. Дубровки, стр. 301</p>"
,,
,,
,,
,,
,,
,,
,,
,,
,,
84713571,Водитель-курьер,"<p> </p> <p><strong>Ресторан Бургер Кинг приглашает к сотрудничеству курьеров для доставки готовых заказов! </strong><strong></strong></p> <p><strong>Компания транспорт НЕ предоставляет.</strong></p> <p>Что мы предлагаем:</p> <p>· Bысокая оплатa услуг ( ЕЖЕHЕДEЛЬHЫЕ выплaты).</p> <p>· Kомпeнсация транcпоpтa</p> <p>· Oфopмлeние пo самозанятости</p> <p>· Врeмя oкaзания услуг: полная занятость ( 2\2, 5\2 и другие графики ),не полный рабочий день, свободный график работы. Возможный график обсуждается на встрече с руководителем ресторана.</p> <p>· Все заказы уже оплачены, курьер только передает заказ.</p> <p>· Фиксированный радиус доставки ( до 5 км)</p> <p>· Бесплатное питание</p> <p>· Бесплатное оформление медицинской книжки</p> <p>· Стильная брендированная форма</p> <p>· У наc нeт штpaфoв для куpьepов!</p> <p>· Есть возможность заработать безналичные чаевые</p> <p>С тебя скорость и качество в доставке, смартфон на базе Android.</p> <p><strong>Действует акция &quot;Приведи друга&quot; приходи сам, приводи друзей и получай премию за каждого.</strong></p> <p> </p> <p> </p>"
84714710,Водитель-курьер,"<p>Ресторан Бургер Кинг приглашает к сотрудничеству автокурьеров для доставки готовых заказов!</p> <p>Компания транспорт НЕ предоставляет.</p> <p>Что мы предлагаем:</p> <ul> <li>Еженедельные выплаты - для автокурьеров в статусе самозанятых</li> <li>Часовая оплата + оплата за заказ</li> <li>Компенсация за топливо в зависимости от расстояния доставки</li> <li>Время оказания услуг: 2/2, 5/2, 3/1, 6/1, неполный день, подработка. Другие варианты обсуждаются на встрече с руководителем ресторана</li> <li>Заказы на доставку собраны и оплачены. Автокурьер только доставляет</li> <li>Фиксированный радиус доставки (1 -7 км), в зависимости от вида транспорта</li> <li>Бесплатное питание</li> <li>Бесплатное оформление медицинской книжки</li> <li>Стильная брендированная форма</li> </ul> <p> </p> <p><strong>У нас нет штрафов для автокурьеров</strong>!</p> <p>Есть возможность заработать безналичные чаевые.</p> <p>С тебя скорость и качество в доставке, смартфон на <strong>базе Android.</strong></p> <p><strong>Действует акция &quot;Приведи друга&quot; приходи сам, приводи друзей и получай премию за каждого.</strong></p> <p> </p> <p> </p>"
,,
,,
,,
,,
,,
,,
84835709,Ведущий аналитик BI,"<p><strong>ПЕРВЫЙ БИТ</strong> – вошел в ТОП-20 интеграторов BI в России! Мы реализовали более 20 тыс успешных внедрений и работаем на рынке 9 стран.</p> <p><strong>ОФИС «СПОРТИВНАЯ</strong>» — крупнейшее проектное подразделений компании. Наши руководители на 80% состоят из тех, кто вырос в компании из линейных сотрудников.</p> <p>Департамент BI и RPA осуществляет внедрение и оптимизацию аналитических систем и хранилищ данных, а также автоматизацию бизнес-процессов с помощью RPA-платформ. Мы делаем проекты для ВТБ, Ростех, Росатом, Газпром, Норникель, S7, Иль дэ Ботэ, Бургер Кинг и т.д. Реализовано свыше 300 проектов на Qlik Sense, Power BI, Visiology, PIX BI, Modus BI, Форсайт, ClickHouse, GreenPlum, PIX RPA, UiPath.</p> <p>В связи с ростом пула проектов открыта позиция <strong>АНАЛИТИКА.</strong></p> <p><strong>ЗАДАЧИ:</strong></p> <ul> <li>участие в проектах внедрения, поддержки, развития BI систем</li> <li>проведение системного анализа источников данных</li> <li>cбор и формализация требований заказчиков на создание и доработку системы</li> <li>постановка и контроль исполнения задач на разработку</li> <li>ведение проектной, рабочей и эксплуатационной документации</li> <li>проведение обучений пользователей по работе с созданными приложениями</li> <li>ввод продукта в промышленную эксплуатацию</li> <li>курирование младших специалистов</li> </ul> <p><strong>ТРЕБОВАНИЯ:</strong></p> <ul> <li>опыт работы аналитиком/консультантом BI систем от 3-х лет</li> <li>уверенные знания функционала BI системы, с которой вы работали</li> <li>опыт формализации требований заказчика к системе: разработка ТЗ или ФТ, разработка пользовательских инструкций, разработка методик испытаний, разработка протоколов совещаний</li> <li>прикладные знания какой-либо предметной области: финансы, маркетинг, продажи, hr и т.д</li> <li>навыки системного анализа</li> <li>уверенные знания Excel</li> <li>базовые знания SQL</li> <li>навыки деловой коммуникации, грамотная устная и письменная речь</li> <li>доброжелательность и порядочность</li> </ul> <p><strong>ОТ НАС:</strong></p> <ul> <li>работа в востребованном направлении в аккредитованной IT компании</li> <li>фокус на развитие: имеем внутреннюю библиотеку знаний, проводим образовательные митапы и конференции</li> <li>конкурентная заработная плата: оклад+ проектная премия, готовы обсуждать ваши ожидания</li> <li>оформление согласно ТК РФ + зарплатный проект от Альфа банка с повышенным % на остаток</li> <li>скидку более 60% на ДМС со стоматологией, широкий список клиник (Медси, Будь здоров, Поликлиника.ру)</li> <li>график 5/2, гибкое начало рабочего дня, возможен гибридный или удаленный формат работы</li> <li>уютный офис в трех минутах от м.Фрунзенская с кофемашиной, фруктовыми днями, вендинговыми автоматами с едой и мороженым, комнатой для релаксации</li> <li>множество активностей для сотрудников: корпоративы, спортивные турниры, волейбол, интеллектуальные игры, пикники и выездные мероприятия, пятничные посиделки с настолками</li> </ul>"
,,
,,
84888067,Менеджер ресторана,"<p>Компания БУРГЕР КИНГ РОССИЯ приглашает в команду <strong>Менеджера ресторана</strong>.</p> <p> </p> <p>Бургер Кинг работает на свою идеальную репутацию с 1954 года.</p> <p>Наши рестораны представлены в 80 странах мира. На данный момент в России уже открыто более 700 ресторанов, и мы на этом не останавливаемся!</p> <p>Если ты присоединишься к нам на позицию в ресторан, ты никогда не будешь испытывать нехватку возможностей, чтобы проявить себя!</p> <p> </p> <p><strong>МЫ СТРОИМ КАРЬЕРУ СО ВКУСОМ, МЫ ЖИВЕМ С ОГНЕМ В СЕРДЦЕ!</strong></p> <p> </p> <p><strong>Новым сотрудником нашей Команды Мечты можешь стать ты, если у тебя:</strong></p> <ul> <li><strong>Б</strong>лестящие коммуникативные навыки;</li> <li><strong>У</strong>спешный опыт работы в сфере общепит (желательно фаст-фуд) на позиции менеджера/администратора от 1 года;</li> <li><strong>Р</strong>азвитый уровень организованности;</li> <li><strong>Г</strong>отовность работать в режиме многофункциональности;</li> <li><strong>Е</strong>ще и активность; мобильность; оперативность; ответственность, доброжелательность;</li> <li><strong>Р</strong>еальный позитивный настрой.</li> </ul> <p> </p> <p><strong>Тебе предстоит решать следующие задачи:</strong></p> <ul> <li>Организация работы ресторана (управление сменой);</li> <li>Контроль соблюдения технологических процессов;</li> <li>Контроль соблюдения стандартов компании и санитарных норм.</li> </ul> <p> </p> <p><strong>Мы предлагаем тебе:</strong></p> <ul> <li>Гордиться собой: работа в крупной международной компании;</li> <li>Находиться в команде лучших: сплоченный коллектив единомышленников;</li> <li>Быть уверенным в завтрашнем дне: оформление по ТК РФ, белая заработная плата; (оклад + ежемесячные премии);</li> <li>Заботиться о себе: униформа, вкусное питание;</li> <li>Развиваться вместе с нами: стремительный карьерный рост и постоянное профессиональное развитие;</li> <li>Решать интересные задачи: участие в реализации федеральных проектов компании;</li> <li>Работать рядом с домом по графику: 5/2 (смены: утро, день, вечер), выходные плавающие.</li> </ul>"
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
85044895,Повар,"<p>Мы — международная сеть пиццерий из России. Приглашаем присоединиться к нашей команде пиццамейкером.<br /><br /><strong>В Додо есть то, что важно для вас:</strong><br />- стабильная зарплата — платим 210₽ в час,<br />- доплата за стаж,<br />- повышенная ставка в праздничные дни,<br />- премия &quot;приведи друга&quot; до 4000₽,<br />- премия лучшему сотруднику по итогам месяца,<br />- работа рядом с домом или учебой,<br />- обучение и быстрый рост,<br />- 100% оплата мед.книжки,<br />- официальное оформление,<br />- бесплатные обеды, униформа, развоз до дома после вечерней смены,<br />- отсутствие штрафов за ошибки.<br /><br /><strong>Что делают наши пиццамейкеры:</strong></p> <p>- готовят любимые пиццы, закуски и десерты гостей,<br />- заготавливают ингредиенты для пицц,<br />- поддерживают порядок на кухне,<br />- принимают продукты от поставщиков.</p> <p><strong>К нам вы можете прийти без опыта: мы все расскажем и всему научим.</strong></p> <p>Если вам интересны вакансии: повар, кассир, продавец, консультант, официант, администратор, сборщик заказов, то вам подойдет наша вакансия. Можно без опыта или подработка. Также приветствуется опыт работы в &quot;Вкусно и Точка&quot;, &quot;Бургер Кинг&quot;, &quot;KFC&quot;, &quot;Domino&#39;s Pizza&quot;, &quot;Папа Джонс&quot; и др.</p> <p><strong>Нажмите «Откликнуться», чтобы мы связались с вами в ближайшее время и пригласили на собеседование. А если у вас остались вопросы, звоните по указанному номеру телефона, мы с радостью ответим вам.</strong></p>"
85049704,"Повар/Пиццамейкер в Додо Пиццу, подработка","<p><strong>Мы — сеть пиццерий №1 в России. Приглашаем присоединиться к нашей команде пиццамейкером. К нам вы можете прийти без опыта: мы все расскажем и всему научим.</strong></p> <p><strong>Что делают наши пиццамейкеры:</strong><br />- готовят любимые пиццы, закуски и десерты гостей;<br />- заготавливают ингредиенты для пицц;<br />- поддерживают порядок на кухне;<br />- принимают продукты от поставщиков.</p> <p><strong>К нам вы можете прийти без опыта: мы все расскажем и всему научим.<br />Когда вы начнете работать в Додо, сначала пройдете оплачиваемое обучение со стажировкой, а затем приступите к основным задачам.<br />С начала работы вас будет сопровождать инструктор, который все расскажет и познакомит с командой.</strong></p> <p><strong>В Додо есть то, что важно:</strong><br />- гибкий график от 6 часов в день;<br />- работа рядом с домом или учебой;<br />- стабильная зарплата + премия;<br />- премия по результату работы;<br />- повышенная ставка в праздничные дни;<br />- доплата за стаж;<br />- премия лучшему сотруднику по итогам месяца;<br />- премия Приведи друга 2000 ₽;<br />- отсутствие штрафов за ошибки;<br />- 100% оплата мед.книжки;<br />- официальное оформление;<br />- бесплатные обеды, униформа;<br />- ежедневная скидка на всё меню ;<br />- обучение и быстрый рост.<br />- почасовая заработная плата,</p> <p>доход от 38 000рублей.*</p> <p>*Заработная плата до удержания налога, при полном рабочем дне. Заработная плата включает премии, начисляемые ежемесячно при выполнении целевых показателей. С полной информацией можно ознакомиться в отделе кадров.</p> <p>Адрес пиццерии: </p> <p>- г. Усолье - Сибирское, Ленинский пр - т, 68</p> <p>Если вам интересны вакансии: повар, кассир, продавец, консультант, официант, администратор, сборщик заказов, то вам подойдет наша вакансия. Можно без опыта или подработка. Также приветствуется опыт работы в &quot;Бургер Кинг&quot;, &quot;KFC&quot;, &quot;Фокс Pizza”, &quot;Папа Джонс&quot;, и др.<br />Нажмите «Откликнуться», чтобы мы связались с вами в ближайшее время и пригласили на встречу.</p>"
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
85257384,Координатор (ассистент) отдела продаж,"<p><strong><em>«ВОСТОК-ЗАПАД»</em></strong> - это крупнейший поставщик продуктов питания в сегменте <strong><em>HORECA</em></strong> и логистический оператор <strong><em>3, 4 PL –УСЛУГ.</em></strong></p> <p>«<strong><em>ВОСТОК-ЗАПАД»</em></strong> сегодня:</p> <p>Ø - это команда профессионалов, нацеленных на достижение результата;</p> <p>Ø - клиентская база - более <strong><em>10 000 КЛИЕНТОВ</em></strong>, в том числе <strong><em>BURGER KING, KFC, ДОДО ПИЦЦА, ШОКОЛАДНИЦА, </em></strong><strong><em>GINZA PROJECT, ТАНУКИ, </em></strong>отели<strong><em> MARRIOTT</em> </strong>и <strong><em>RADISSON</em></strong>;</p> <p>Ø - <strong><em>8 МУЛЬТИТЕМПЕРАТУРНЫХ РАСПРЕДЕЛИТЕЛЬНЫХ ЦЕНТРОВ</em></strong> и более <strong><em>3</em></strong><em><strong>0</strong></em><strong><em> КРОСС-ДОКОВ </em></strong>по территории всей РФ<strong><em>;</em></strong></p> <p>Ø - уникальный автопарк, насчитывающий более <strong><em>300 МУЛЬТИТЕМПЕРАТУРНЫХ АВТОМОБИЛЕЙ;</em></strong></p> <p>Ø- огромный <strong><em>АССОРТИМЕНТ ПРОДУКТОВ ПИТАНИЯ</em></strong>, насчитывающий более <strong><em>3500 SKU</em></strong>, как импортного (40%), так и российского производства;</p> <p>Ø - <strong><em>7 МЕСТО В РЕЙТИНГЕ РБК</em></strong><em> &quot;</em>Самые быстрорастущие компании России 2018&quot;. <strong><em>ВЫРУЧКА КОМПАНИИ ЗА 2018 ГОД СОСТАВИЛА 32 МЛРД., </em></strong>сейчас более<strong><em> 80 МЛРД.</em></strong></p> <p><strong>ОБЯЗАННОСТИ:</strong></p> <ul> <li>Координация работы отдела продаж по средством мобильной связи и электронной почты, предоставление необходимой информации и консолидация полученной, обеспечение необходимой документацией (маршрутные листы, прайсы, бланки и т.п.)</li> <li>Работа с договорами.</li> <li>Оформление командировок.</li> <li>Резервирование товара, выставление счетов, оформление возвратов, отслеживание исполнения заказа на всех этапах.</li> <li>Контроль своевременной оплаты; сверки, взаимозачеты с клиентами.</li> <li>Ведение и подготовка аналитической отчетности в Excel.</li> <li> <p>Подготовка отчетов по заданию руководителя.</p> </li> </ul> <strong>ТРЕБОВАНИЯ:</strong> <ul> <li>Аналогичный опыт работы будет Вашим преимуществом.</li> <li>Высокий уровень обучаемости;</li> <li>Уверенные навыки: Word, Excel, Outlook.</li> </ul> <p><strong>УСЛОВИЯ:</strong></p> <ul> <li>Работа в компании – лидере рынка Food Service.</li> <li>Возможности для профессионального развития и роста.</li> <li>Обучение функционалу в рабочем процессе.</li> <li>Полностью официальная заработная плата<strong><em>.</em></strong></li> <li>Оформление в соответствии с ТК РФ, ДМС.</li> <li>Место работы – 5 мин. пешком от м. Сокол.</li> <li>График работы: 5/2 с 9 -18, сб. и воскр. - выходные.</li> </ul>"
85257433,Ассистент отдела продаж,"<p><strong><em>«ВОСТОК-ЗАПАД»</em></strong> - это крупнейший поставщик продуктов питания в сегменте <strong><em>HORECA</em></strong> и логистический оператор <strong><em>3, 4 PL –УСЛУГ.</em></strong></p> <p>«<strong><em>ВОСТОК-ЗАПАД»</em></strong> сегодня:</p> <p>Ø - это команда профессионалов, нацеленных на достижение результата;</p> <p>Ø - клиентская база - более <strong><em>10 000 КЛИЕНТОВ</em></strong>, в том числе <strong><em>BURGER KING, KFC, ДОДО ПИЦЦА, ШОКОЛАДНИЦА, </em></strong><strong><em>GINZA PROJECT, ТАНУКИ, </em></strong>отели<strong><em> MARRIOTT</em> </strong>и <strong><em>RADISSON</em></strong>;</p> <p>Ø - <strong><em>8 МУЛЬТИТЕМПЕРАТУРНЫХ РАСПРЕДЕЛИТЕЛЬНЫХ ЦЕНТРОВ</em></strong> и более <strong><em>3</em></strong><em><strong>0</strong></em><strong><em> КРОСС-ДОКОВ </em></strong>по территории всей РФ<strong><em>;</em></strong></p> <p>Ø - уникальный автопарк, насчитывающий более <strong><em>300 МУЛЬТИТЕМПЕРАТУРНЫХ АВТОМОБИЛЕЙ;</em></strong></p> <p>Ø- огромный <strong><em>АССОРТИМЕНТ ПРОДУКТОВ ПИТАНИЯ</em></strong>, насчитывающий более <strong><em>3500 SKU</em></strong>, как импортного (40%), так и российского производства;</p> <p>Ø - <strong><em>7 МЕСТО В РЕЙТИНГЕ РБК</em></strong><em> &quot;</em>Самые быстрорастущие компании России 2018&quot;. <strong><em>ВЫРУЧКА КОМПАНИИ ЗА 2018 ГОД СОСТАВИЛА 32 МЛРД., </em></strong>сейчас более<strong><em> 80 МЛРД.</em></strong></p> <p><strong>ОБЯЗАННОСТИ:</strong></p> <ul> <li>Координация работы отдела продаж по средством мобильной связи и электронной почты, предоставление необходимой информации и консолидация полученной, обеспечение необходимой документацией (маршрутные листы, прайсы, бланки и т.п.)</li> <li>Работа с договорами.</li> <li>Оформление командировок.</li> <li>Резервирование товара, выставление счетов, оформление возвратов, отслеживание исполнения заказа на всех этапах.</li> <li>Контроль своевременной оплаты; сверки, взаимозачеты с клиентами.</li> <li>Ведение и подготовка аналитической отчетности в Excel.</li> <li> <p>Подготовка отчетов по заданию руководителя.</p> </li> </ul> <strong>ТРЕБОВАНИЯ:</strong> <ul> <li>Аналогичный опыт работы будет Вашим преимуществом, но рассмотрим кандидатов также без опыта с высоким уровнем обучаемости;</li> <li>Уверенные навыки: Word, Excel, Outlook.</li> </ul> <p><strong>УСЛОВИЯ:</strong></p> <ul> <li>Работа в компании – лидере рынка Food Service.</li> <li>Возможности для профессионального развития и карьерного роста, дружный коллектив.</li> <li>Обучение функционалу в рабочем процессе.</li> <li>Полностью официальная заработная плата<strong><em>.</em></strong></li> <li>Оформление в соответствии с ТК РФ, ДМС.</li> <li>Место работы – современный офис в 5 мин. пешком от м. Сокол.</li> <li>График работы: 5/2 с 9-18, сб. и воскр - выходные.</li> </ul>"
,,
,,
,,
,,
,,
,,
,,
85573459,Директор ресторана,"<p>Компания &quot;Бургер Кинг&quot; - легенда фаст-фуда в связи с динамичным развитием и открытием новых ресторанов приглашает кандидатов на позицию Директора ресторана:</p> <p><strong>Обязанности:</strong></p> <p>• Управление рестораном и обеспечение его стабильной работы;<br />• Выполнение финансовых показателей компании;<br />• Работа с персоналом (прием, адаптация, обучение, оценка работы), обеспечение оптимального уровня затрат на рабочую силу, составление графика и ведение табеля учета рабочего времени;<br />• Контроль соблюдения стандартов обслуживания, работа с гостями, предотвращение конфликтных ситуаций;<br />• Подготовка ежедневной, еженедельной и ежемесячной отчетности<br />• Организация и контроль проведения инвентаризации в каждом подразделении ресторана и анализ результатов инвентаризаций;<br />• Заказ продукции, работа с поставщиками;<br /><br /><strong>Требования:</strong></p> <p>• Опыт работы на аналогичной позиции в сети ресторанов быстрого обслуживания;<br />• Отличные организаторские способности, сильные лидерские качества, хорошие коммуникативные навыки, оперативность, умение самостоятельно принимать решения.</p> <p><strong>Условия:</strong></p> <p>•Кандидатам предоставляется бесплатное обучение;<br />•Соблюдение ТК РФ;<br />•Оклад + ежемесячные и ежеквартальные премии;<br />•Гибкий график, 40 часовая рабочая неделя<br />•Бесплатное питание, ДМС.<br />•Мотивационные программы;<br />•Карьерный рост;</p>"
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
