id,name,description
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
86139783,Помощник на онлайн заказы ( подработка ),"<p><strong>СРОЧНО в крупнейшие маркетплейсы ищем Сборщиков/Комплектовщиков/Упаковщиков интернет заказов (сотрудник пункта выдачи) без опыта (свободный график)!</strong></p> <p><em><strong>Стабильность и уверенность в завтрашнем дне, обучение ,карьерный рост!</strong></em></p> <p><strong>ПРЕИМУЩЕСТВА ДАННОЙ ВАКАНСИИ:</strong></p> <p>— Без опыта</p> <p>— Гибкий график: дневные смены 2/2, 3/3, 4/2, 5/2 с 7:.00-19:.00, с 8:00-20.00, с 9:00-21:00 и с 10:00-22:00</p> <ul> <li>Возможна<strong> частичная занятость от 4 часов в день</strong>: утро 10:00-14:00/13:00-17:00,вечер 17:00-22:00</li> </ul> <p><strong>ЧТОБЫ УСТРОИТЬСЯ:</strong></p> <ul> <li>Нажмите на кнопку &quot;<strong>Откликнуться</strong>&quot;</li> <li>Дождитесь звонка нашего специалиста который ответит на ваши вопросы!</li> </ul> <p><strong>ВЫ БУДЕТЕ:</strong></p> <ul> <li>Комплектовать и готовить к выдаче интернет-заказы</li> <li>Тщательно проверять сроки годности и качество товара перед его передачей покупателю</li> <li>Уверенно и доброжелательно общаться с покупателями по телефону при необходимости.</li> </ul> <p> </p> <p><em>Приветствуется опыт работы в компании СберМаркет, Деливери Клаб, Яндекс.Еда, Ozon, Ламода, Самокат, Вайлдберриз, Утконос, Перекресток, Азбука вкуса, Додо Пицца, КФС, Бургер Кинг, Пятерочка, Достависта, а так же в других компаниях</em></p> <p>Возможно вы ищете: сборка заказов, подработка с ежедневными выплатами, работа для начинающих , совмещение с учебой, работа по совместительству, гибкий график, работа у дома, свободный график, работа рядом с домом, работа на районе, разнорабочий, оплата сразу, утреннее, дневное, вечернее, время, режим, ночная работа, работа без опыта, опыт не требуется.<br /><br /><strong>Нажимайте на кнопку &quot;Откликнуться&quot; мест осталось немного!</strong></p> <p>ОБРАЩАЕМ ВНИМАНИЕ, после отклика на данную вакансию потребуется предоставление информации или выполнение иных действий на сторонних информационных ресурсах.</p>"
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
86155259,Сотрудник пункта выдачи заказов (выходного дня),"<p>( утренние/дневные/вечерние смены )</p> <p><strong>Сборщик заказов (сотрудник пункта выдачи) без опыта (свободный график)!</strong></p> <p><em>Можете р</em>ассматривать свободный график от 4 часов в день.</p> <p><strong>ПРЕИМУЩЕСТВА ДАННОЙ ВАКАНСИИ</strong></p> <p>— Без опыта. Есть корпоративное обучение.</p> <p>— Гибкий график.</p> <p>— Оклад + премии и доплаты за ночные смены.</p> <p>— Бесплатный проезд до работы и обратно.</p> <p>— Оплачиваемый отпуск и больничные.</p> <p>— Комплексное питание.</p> <p>— Комфортный склад.</p> <p>— Карьерный рост.</p> <p><strong>ЧТОБЫ УСТРОИТЬСЯ:</strong></p> <ol> <li>Нажмите на кнопку &quot;Откликнуться&quot;.</li> <li>Дождитесь звонка нашего специалиста который ответит на ваши вопросы и поможет начать как можно скорее!</li> </ol> <p><strong>Вы будете:</strong></p> <ul> <li>Принимать и размещать товары.</li> <li>Работать с ручным сканером/ТСД.</li> <li>Упаковывать и формировать посылки.</li> <li>Выявлять бракованные экземпляры.</li> </ul> <p><em>Приветствуется опыт работы в компании Деливери Клаб, Яндекс.Еда, Ozon, Ламода, Самокат, Вайлдберриз, Утконос, Перекресток, Азбука вкуса, Додо Пицца, КФС, Бургер Кинг, Пятерочка, Достависта, а так же в других компаниях</em></p> <p>Возможно вы ищете: сборка заказов, подработка с ежедневными выплатами, работа для начинающих , совмещение с учебой, работа по совместительству, гибкий график, работа у дома, свободный график, работа рядом с домом, работа на районе, разнорабочий, оплата сразу, утреннее, дневное, вечернее, время, режим, ночная работа, работа без опыта, опыт не требуется.<br /><br /><strong>Нажимайте на кнопку &quot;Откликнуться&quot; мест осталось немного!</strong></p>"
,,
,,
86155262,Сотрудник пункта выдачи заказов (выходного дня),"<p>( утренние/дневные/вечерние смены )</p> <p><strong>Сборщик заказов (сотрудник пункта выдачи) без опыта (свободный график)!</strong></p> <p><em>Можете р</em>ассматривать свободный график от 4 часов в день.</p> <p><strong>ПРЕИМУЩЕСТВА ДАННОЙ ВАКАНСИИ</strong></p> <p>— Без опыта. Есть корпоративное обучение.</p> <p>— Гибкий график.</p> <p>— Оклад + премии и доплаты за ночные смены.</p> <p>— Бесплатный проезд до работы и обратно.</p> <p>— Оплачиваемый отпуск и больничные.</p> <p>— Комплексное питание.</p> <p>— Комфортный склад.</p> <p>— Карьерный рост.</p> <p><strong>ЧТОБЫ УСТРОИТЬСЯ:</strong></p> <ol> <li>Нажмите на кнопку &quot;Откликнуться&quot;.</li> <li>Дождитесь звонка нашего специалиста который ответит на ваши вопросы и поможет начать как можно скорее!</li> </ol> <p><strong>Вы будете:</strong></p> <ul> <li>Принимать и размещать товары.</li> <li>Работать с ручным сканером/ТСД.</li> <li>Упаковывать и формировать посылки.</li> <li>Выявлять бракованные экземпляры.</li> </ul> <p><em>Приветствуется опыт работы в компании Деливери Клаб, Яндекс.Еда, Ozon, Ламода, Самокат, Вайлдберриз, Утконос, Перекресток, Азбука вкуса, Додо Пицца, КФС, Бургер Кинг, Пятерочка, Достависта, а так же в других компаниях</em></p> <p>Возможно вы ищете: сборка заказов, подработка с ежедневными выплатами, работа для начинающих , совмещение с учебой, работа по совместительству, гибкий график, работа у дома, свободный график, работа рядом с домом, работа на районе, разнорабочий, оплата сразу, утреннее, дневное, вечернее, время, режим, ночная работа, работа без опыта, опыт не требуется.<br /><br /><strong>Нажимайте на кнопку &quot;Откликнуться&quot; мест осталось немного!</strong></p>"
,,
,,
,,
,,
86156081,Повар пиццамейкер,"<p>Мы – известная международная американская сеть пиццерий «Папа Джонс». Секрет нашего успеха в уникальной рецептуре пиццы, которая так полюбилась нашим клиентам. Количество заказов увеличилось, в связи с чем мы сейчас расширяем штат и находимся в поиске повара-пиццамейкера.</p> <p><strong>Обязанности</strong>:</p> <ul> <li>Своевременное и полное выполнение заказов</li> <li>Организация рабочего места, наведение и поддержание порядка, поддержание порядка в рабочей зоне</li> <li>Контроль наличия необходимых продуктов, планирование заготовок</li> <li>Приготовления пиццы, заготовок по утвержденной рецептуре.</li> <li>Постоянный контроль количества и качества представленного ассортимента</li> <li>Пополнение. Замена. Контроль количества и качества продуктов</li> <li>Организация правильного хранения продуктов</li> <li>Соблюдение санитарных и гигиенических норм, сроков годности и условий хранения</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Скорость и качество приготовления</li> <li>Умение работать быстро и эффективно в команде</li> <li>Соблюдение стандартов компании</li> <li>Чистоплотность, пунктуальность, ответственность.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>ставка 190₽/час + 10% премия за проверку «Таинственный покупатель»</li> <li>предусмотрено обучение в процессе работы</li> <li>график работы свободный</li> <li>обучение и оформление в день выхода на работу</li> <li>бесплатное питание во время рабочей смены, униформа, мед.книжка и развоз до дома за счёт компании</li> <li>работа в комфортном помещении</li> <li>скидка на продукцию 30%</li> <li>бонус по акции «приведи в компанию друга» 10.000₽</li> <li>бонус по акции «опыт работы» 10.000₽</li> <li>дружная атмосфера в коллективе, совместные корпоративные мероприятия, участие в соревнованиях &quot;Pizza Games&quot;.</li> </ul> <p>«Papa John’s» – старт в успешное будущее. Мы даем стабильную работу и возможность быстро вырасти и сделать карьеру. Присоединяйтесь!</p> <p>Приветствуется и поощряется бонусами опыт работы в сети: &quot;Вкусно и Точка&quot;, &quot;Бургер Кинг&quot;, &quot;KFC&quot;, &quot;Domino&#39;s Pizza&quot;, &quot;Пицца Хат&quot;, &quot;Ташир Пицца&quot;, &quot;ДоДо пицца&quot; и др.</p>"
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
86170398,Стикерощик выходного дня на пункт выдачи мелких заказов (Подработка),"<p>Мы в поисках команды сборщиков <strong>легких заказов </strong>на подработку (от 4 часов) или на полный день. <strong>Начался летний сезон</strong>. Сейчас<strong> огромное количество заказов</strong>, собирайте их<strong> возле дома</strong> и зарабатывайте больше, получая<strong> доход за</strong> <strong>каждую </strong>сборку</p> <p><em>✔️ Готовы рассмотреть кандидатов с 16 лет </em></p> <p><em>❗ Набор ограничен, успейте устроиться на точку возле вашего дома.</em></p> <p><strong>Три причины почему Вам выгодно:</strong></p> <p>✔️ Работа<strong> возле дома</strong> в <strong>удобное время</strong></p> <p>✔️Стабильный доход (<strong>200-250₽ /час</strong>) и <strong>белая </strong>зарплата (оформление с первого рабочего дня)</p> <p>✔️ <strong>Дружелюбный коллектив </strong>и <strong>возможности роста</strong> и развития</p> <p><em>Коротко об условиях:</em></p> <ul> <li>ВЫПЛАТЫ <strong>ЕЖЕНЕДЕЛЬНО</strong>. Платим <strong>даже если нет заказов!</strong></li> <li><strong>Самые высокие</strong> ставки по городу</li> <li>Чаевые и доплаты 100% ваши, абсолютно <strong>НЕТ КОМИССИЙ!</strong></li> <li>Прием <strong>ЕЖЕДНЕВНО </strong>(и в выходные)! Начать можно сразу после оформления!</li> <li>Можно на любой платформе телефона (android или IOS)</li> <li><strong>НИКАКИХ штрафов </strong>и задержек</li> </ul> <p><em>В чем заключается работа?</em></p> <ul> <li>Сборка заказов по списку и передачу их курьеру. <strong>Все просто!</strong></li> </ul> <p><em>Какой заработок на самом деле?</em></p> <p>• Средняя оплата за <strong>4 часа от 1000 руб</strong> и выше зависит от часов работы!</p> <p>• Еженедельно на карту до 260 рублей в час + <strong>надбавки и бонусы</strong></p> <p>• Во время повышенного спроса до 300<strong> рублей в час</strong></p> <p><strong>НАЖИМАЙТЕ ОТКЛИК НА ВАКАНСИЮ - СРАЗУ ОТПРАВИМ ПОДРОБНОСТИ</strong></p> <p>Приветствуется опыт работы в компании Деливери Клаб, Яндекс.Еда, Ozon, Ламода, Самокат, Вайлдберриз, Утконос, Перекресток, Азбука вкуса, О’кей, Мetro, DPD, СДЭК, Додо Пицца, КФС, Бургер Кинг, Пятерочка, Достависта, а так же в других компаниях<br /><br />Возможно вы ищете: подработка с ежедневными выплатами, работа рядом с домом, работа на районе, оплата каждый день, еженедельная оплата, ежедневная оплата, прямой работодатель, ищу работу, подработка в вечернее время, работа в утреннее время, работа в дневное время, режим работы, сдэк, сдек, подработка на выходные, работа для начинающих, работа по совместительству, гибкий график, работа у дома, свободный график, работа рядом оплата сразу, утреннее, дневное, вечернее, время, режим, ночная работа, работа без опыта, опыт не требуется</p>"
,,
,,
,,
,,
,,
86170781,Комплектовщик / Сборщик интернет заказов ВкусВилл,"<p>Вакансия компании: <strong>ВкусВилл</strong></p> <p><strong><strong>Удобное рабочее место в Даркстор (склад, не розничный магазин)!</strong></strong></p> <p><strong>Что мы предлагаем:</strong></p> <ul> <li>Доход до 85 000 рублей (при полной занятости)</li> <li>ЗП 2 раза в месяц;</li> <li>Удобный сменный график 4/2, 3/3, 2/2</li> <li>Официальное трудоустройство, белая зарплата;</li> <li>Нет штрафных санкций;</li> <li>15% скидка на всю продукцию компании;</li> <li>Фирменная форма и компенсация обедов.</li> </ul> <p><strong>Что нужно делать</strong></p> <ul> <li>Комплектация и сборка интернет-заказов.</li> <li>Проверка сроков годности и товарного вида.</li> <li>Сборка через ТДС (Терминал сбора данных)</li> </ul> <p><strong>Ждём Вас в нашем дружном коллективе!</strong></p> <p>Приветствуется аналогичный опыт работы в сетевых компаниях: ВкусВилл, Пятерочка, Перекресток, Магнит, Euro Spar, Азбука вкуса, Верный, Улыбка Радуги, Магнолия, Красное Белое, Ашан, Мetro, Selgros, Винлаб, Бристоль, Макдональдс, КФС, KFC, Бургер Кинг, Dominos Pizza, МТС, Билайн, Мегафон, Эдьдорадо, М-Видео и других сетях на должностях: продавец-консультант, продавец, кассир, продавец-кассир, работник магазина, работник по выкладке товара, грузчик, комплектовщик, работник склада, кладовщик, курьер, администратор</p><br /><br /><strong>Образование:</strong> не имеет значения"
,,
,,
86170786,Комплектовщик / Сборщик интернет заказов ВкусВилл,"<p>Вакансия компании: <strong>ВкусВилл</strong></p> <p><strong><strong>Удобное рабочее место в Даркстор (склад, не розничный магазин)!</strong></strong></p> <p><strong>Что мы предлагаем:</strong></p> <ul> <li>Доход до 85 000 рублей (при полной занятости)</li> <li>ЗП 2 раза в месяц;</li> <li>Удобный сменный график 4/2, 3/3, 2/2</li> <li>Официальное трудоустройство, белая зарплата;</li> <li>Нет штрафных санкций;</li> <li>15% скидка на всю продукцию компании;</li> <li>Фирменная форма и компенсация обедов.</li> </ul> <p><strong>Что нужно делать</strong></p> <ul> <li>Комплектация и сборка интернет-заказов.</li> <li>Проверка сроков годности и товарного вида.</li> <li>Сборка через ТДС (Терминал сбора данных)</li> </ul> <p><strong>Ждём Вас в нашем дружном коллективе!</strong></p> <p>Приветствуется аналогичный опыт работы в сетевых компаниях: ВкусВилл, Пятерочка, Перекресток, Магнит, Euro Spar, Азбука вкуса, Верный, Улыбка Радуги, Магнолия, Красное Белое, Ашан, Мetro, Selgros, Винлаб, Бристоль, Макдональдс, КФС, KFC, Бургер Кинг, Dominos Pizza, МТС, Билайн, Мегафон, Эдьдорадо, М-Видео и других сетях на должностях: продавец-консультант, продавец, кассир, продавец-кассир, работник магазина, работник по выкладке товара, грузчик, комплектовщик, работник склада, кладовщик, администратор</p><br /><br /><strong>Образование:</strong> не имеет значения"
,,
,,
,,
86182378,Продавец-консультант,"<p><strong>Мы предлагаем:</strong></p> <ul> <li><strong>ДМС</strong> со стоматологией</li> <li><strong>Оплату мобильной связи</strong> на 1500 в месяц</li> <li>2 дополнительных дня отпуска от компании – всего <strong>30 отпускных дней</strong></li> <li><strong>Скидки для сотрудников</strong> на технику и продукты билайна</li> <li><strong>Оплачиваемое обучение </strong></li> <li>Оформление на <strong>трудовой договор</strong></li> <li><strong>Доход</strong>, состоящий из окладной и премиальной частей</li> <li>Офис <strong>рядом с домом</strong></li> <li>График работы <strong>5/2 с плавающими выходными</strong></li> </ul> <p><strong>В нашем офисе обслуживания ты будешь:</strong></p> <ul> <li>Консультировать клиентов</li> <li>Настраивать тарифы абонентам билайна</li> <li>Подключать услуги и сервисы</li> </ul> <p> </p> <p><strong>Опыт в продажах не требуется.</strong></p> <p>У тебя будет мобильное приложение, в котором есть все характеристики гаджетов и тарифов. Ты сможешь легко отвечать на любые вопросы клиентов.</p> <p> </p> <p><strong>Приступить к работе можно всего за 3 дня:</strong></p> <p>1. Нажми «откликнуться» и мы перезвоним в течение рабочего дня</p> <p>2. Пригласим в ближайший офис для встречи с руководителем</p> <p>3. Подпишем договор</p> <p>-------------------------------------------------------------------------------------------------------------------</p> <p>Будет преимуществом опыт работы в должностях: менеджер по работе с клиентами, специалист салона связи, администратор, кассир, сервисный специалист, мерчандайзер, кредитный специалист, оператор колл центра, курьер, менеджер по продажам, продавец-консультант, специалист по продажам, менеджер офиса продаж, промоутер.</p> <p>Тебе понравится в билайне, если работал в компаниях: Яндекс, СБЕР, Тинькофф, Пятерочка, Магнит, Самокат, Яндекс Доставка, OZON, Wildberries, Вкусно – и точка, KFC, Burger King, М.Видео, Эльдорадо, ДНС, DNS, Ситилинк, МТС, Мегафон.</p>"
,,
,,
,,
,,
,,
,,
86184803,Продавец-консультант,"<p><strong>Мы предлагаем:</strong></p> <ul> <li><strong>ДМС</strong> со стоматологией</li> <li><strong>Оплату мобильной связи</strong> на 1500 в месяц</li> <li>2 дополнительных дня отпуска от компании – всего <strong>30 отпускных дней</strong></li> <li><strong>Скидки для сотрудников</strong> на технику и продукты билайна</li> <li><strong>Оплачиваемое обучение </strong></li> <li>Оформление на <strong>трудовой договор</strong></li> <li><strong>Доход</strong>, состоящий из окладной и премиальной частей</li> <li>Офис <strong>рядом с домом</strong></li> <li>График работы <strong>5/2 с плавающими выходными</strong></li> </ul> <p><strong>В нашем офисе обслуживания ты будешь:</strong></p> <ul> <li>Консультировать клиентов</li> <li>Настраивать тарифы абонентам билайна</li> <li>Подключать услуги и сервисы</li> </ul> <p> </p> <p><strong>Опыт в продажах не требуется.</strong></p> <p>У тебя будет мобильное приложение, в котором есть все характеристики гаджетов и тарифов. Ты сможешь легко отвечать на любые вопросы клиентов.</p> <p> </p> <p><strong>Приступить к работе можно всего за 3 дня:</strong></p> <p>1. Нажми «откликнуться» и мы перезвоним в течение рабочего дня</p> <p>2. Пригласим в ближайший офис для встречи с руководителем</p> <p>3. Подпишем договор</p> <p>-------------------------------------------------------------------------------------------------------------------</p> <p>Будет преимуществом опыт работы в должностях: менеджер по работе с клиентами, специалист салона связи, администратор, кассир, сервисный специалист, мерчандайзер, кредитный специалист, оператор колл центра,менеджер по продажам, продавец-консультант, специалист по продажам, менеджер офиса продаж, промоутер.</p> <p>Тебе понравится в билайне, если работал в компаниях: Яндекс, СБЕР, Тинькофф, Пятерочка, Магнит, Самокат, Яндекс Доставка, OZON, Wildberries, Вкусно – и точка, KFC, Burger King, М.Видео, Эльдорадо, ДНС, DNS, Ситилинк, МТС, Мегафон, Теле2, Связной, Ростелеком.</p>"
,,
,,
,,
,,
,,
,,
,,
86190022,Продавец-консультант,"<p><strong>Мы предлагаем:</strong></p> <ul> <li><strong>ДМС</strong> со стоматологией</li> <li><strong>Оплату мобильной связи</strong> на 1500 в месяц</li> <li>2 дополнительных дня отпуска от компании – всего <strong>30 отпускных дней</strong></li> <li><strong>Скидки для сотрудников</strong> на технику и продукты билайна</li> <li><strong>Оплачиваемое обучение </strong></li> <li>Оформление на <strong>трудовой договор</strong></li> <li><strong>Доход</strong>, состоящий из окладной и премиальной частей</li> <li>Офис <strong>рядом с домом</strong></li> <li>График работы <strong>5/2 с плавающими выходными</strong></li> </ul> <p><strong>В нашем офисе обслуживания ты будешь:</strong></p> <ul> <li>Консультировать клиентов</li> <li>Настраивать тарифы абонентам билайна</li> <li>Подключать услуги и сервисы</li> </ul> <p> </p> <p><strong>Опыт в продажах не требуется.</strong></p> <p>У тебя будет мобильное приложение, в котором есть все характеристики гаджетов и тарифов. Ты сможешь легко отвечать на любые вопросы клиентов.</p> <p> </p> <p><strong>Приступить к работе можно всего за 3 дня:</strong></p> <p>1. Нажми «откликнуться» и мы перезвоним в течение рабочего дня</p> <p>2. Пригласим в ближайший офис для встречи с руководителем</p> <p>3. Подпишем договор</p> <p>-------------------------------------------------------------------------------------------------------------------</p> <p>Будет преимуществом опыт работы в должностях: менеджер по работе с клиентами, специалист салона связи, администратор, кассир, сервисный специалист, мерчандайзер, кредитный специалист, оператор колл центра, курьер, менеджер по продажам, продавец-консультант, специалист по продажам, менеджер офиса продаж, промоутер.</p> <p>Тебе понравится в билайне, если работал в компаниях: Яндекс, СБЕР, Тинькофф, Пятерочка, Магнит, Самокат, Яндекс Доставка, OZON, Wildberries, Вкусно – и точка, KFC, Burger King, М.Видео, Эльдорадо, ДНС, DNS, Ситилинк, МТС, Мегафон</p>"
,,
,,
,,
,,
,,
,,
,,
,,
86201453,Начинающий специалист,"<p><strong>Мы предлагаем:</strong></p> <ul> <li><strong>ДМС</strong> со стоматологией</li> <li><strong>Оплату мобильной связи</strong> на 1500 в месяц</li> <li>2 дополнительных дня отпуска от компании – всего <strong>30 отпускных дней</strong></li> <li><strong>Скидки для сотрудников</strong> на технику и продукты билайна</li> <li><strong>Оплачиваемое обучение </strong></li> <li>Оформление на <strong>трудовой договор</strong></li> <li><strong>Гарантированный доход</strong> на старте</li> <li>Офис <strong>рядом с домом</strong></li> <li>График работы <strong>5/2 с плавающими выходными</strong></li> </ul> <p><strong>В нашем офисе обслуживания ты будешь:</strong></p> <ul> <li>Консультировать клиентов</li> <li>Настраивать тарифы абонентам билайна</li> <li>Подключать услуги и сервисы</li> </ul> <p> </p> <p><strong>Опыт в продажах не требуется.</strong></p> <p>У тебя будет мобильное приложение, в котором есть все характеристики гаджетов и тарифов. Ты сможешь легко отвечать на любые вопросы клиентов.</p> <p> </p> <p><strong>Приступить к работе можно всего за 3 дня:</strong></p> <p>1. Нажми «откликнуться» и мы перезвоним в течение рабочего дня</p> <p>2. Пригласим в ближайший офис для встречи с руководителем</p> <p>3. Подпишем договор</p> <p> </p> <p>Будет преимуществом опыт работы в должностях: менеджер по работе с клиентами, специалист салона связи, администратор, кассир, сервисный специалист, мерчандайзер, кредитный специалист, оператор колл центра, менеджер по продажам, продавец-консультант, специалист по продажам, менеджер офиса продаж, промоутер.</p> <p>Тебе понравится в билайне, если работал в компаниях: Яндекс, СБЕР, Тинькофф, Пятерочка, Магнит, Самокат, Яндекс Доставка, OZON, Wildberries, Вкусно – и точка, KFC, Burger King, М.Видео, Эльдорадо, ДНС, DNS, Ситилинк, МТС, Мегафон, Теле2, Связной, Ростелеком.</p>"
,,
,,
,,
,,
,,
,,
86203030,Продавец,"<p><strong>Мы предлагаем:</strong></p> <ul> <li><strong>ДМС</strong> со стоматологией</li> <li><strong>Оплату мобильной связи</strong> на 1500 в месяц</li> <li>2 дополнительных дня отпуска от компании – всего <strong>30 отпускных дней</strong></li> <li><strong>Скидки для сотрудников</strong> на технику и продукты билайна</li> <li><strong>Оплачиваемое обучение </strong></li> <li>Оформление на <strong>трудовой договор</strong></li> <li><strong>Доход</strong>, состоящий из окладной и премиальной частей</li> <li>Офис <strong>рядом с домом</strong></li> <li>График работы <strong>5/2 с плавающими выходными</strong></li> </ul> <p><strong>В нашем офисе обслуживания ты будешь:</strong></p> <ul> <li>Консультировать клиентов</li> <li>Настраивать тарифы абонентам билайна</li> <li>Подключать услуги и сервисы</li> </ul> <p> </p> <p><strong>Опыт в продажах не требуется.</strong></p> <p>У тебя будет мобильное приложение, в котором есть все характеристики гаджетов и тарифов. Ты сможешь легко отвечать на любые вопросы клиентов.</p> <p> </p> <p><strong>Приступить к работе можно всего за 3 дня:</strong></p> <p>1. Нажми «откликнуться» и мы перезвоним в течение рабочего дня</p> <p>2. Пригласим в ближайший офис для встречи с руководителем</p> <p>3. Подпишем договор</p> <p>-------------------------------------------------------------------------------------------------------------------</p> <p>Будет преимуществом опыт работы в должностях: менеджер по работе с клиентами, специалист салона связи, администратор, кассир, сервисный специалист, мерчандайзер, кредитный специалист, оператор колл центра, курьер, менеджер по продажам, продавец-консультант, специалист по продажам, менеджер офиса продаж, промоутер.</p> <p>Тебе понравится в билайне, если работал в компаниях: Яндекс, СБЕР, Тинькофф, Пятерочка, Магнит, Самокат, Яндекс Доставка, OZON, Wildberries, Вкусно – и точка, KFC, Burger King, М.Видео, Эльдорадо, ДНС, DNS, Ситилинк, МТС, Мегафон, Теле2, Связной, Ростелеком.</p> <p> </p> <p> </p>"
,,
,,
,,
86205446,Продавец-консультант,"<p><strong>Мы предлагаем:</strong></p> <ul> <li><strong>ДМС</strong> со стоматологией</li> <li><strong>Оплату мобильной связи</strong> на 1500 в месяц</li> <li>2 дополнительных дня отпуска от компании – всего <strong>30 отпускных дней</strong></li> <li><strong>Скидки для сотрудников</strong> на технику и продукты билайна</li> <li><strong>Оплачиваемое обучение </strong></li> <li>Оформление на <strong>трудовой договор</strong></li> <li><strong>Доход</strong>, состоящий из окладной и премиальной частей</li> <li>Офис <strong>рядом с домом</strong></li> <li>График работы <strong>5/2 с плавающими выходными</strong></li> </ul> <p><strong>В нашем офисе обслуживания ты будешь:</strong></p> <ul> <li>Консультировать клиентов</li> <li>Настраивать тарифы абонентам билайна</li> <li>Подключать услуги и сервисы</li> </ul> <p> </p> <p><strong>Опыт в продажах не требуется.</strong></p> <p>У тебя будет мобильное приложение, в котором есть все характеристики гаджетов и тарифов. Ты сможешь легко отвечать на любые вопросы клиентов.</p> <p> </p> <p><strong>Приступить к работе можно всего за 3 дня:</strong></p> <p>1. Нажми «откликнуться» и мы перезвоним в течение рабочего дня</p> <p>2. Пригласим в ближайший офис для встречи с руководителем</p> <p>3. Подпишем договор</p> <p>-------------------------------------------------------------------------------------------------------------------</p> <p>Будет преимуществом опыт работы в должностях: менеджер по работе с клиентами, специалист салона связи, администратор, кассир, сервисный специалист, мерчандайзер, кредитный специалист, оператор колл центра, курьер, менеджер по продажам, продавец-консультант, специалист по продажам, менеджер офиса продаж, промоутер.</p> <p>Тебе понравится в билайне, если работал в компаниях: Яндекс, СБЕР, Тинькофф, Пятерочка, Магнит, Самокат, Яндекс Доставка, OZON, Wildberries, Вкусно – и точка, KFC, Burger King, М.Видео, Эльдорадо, ДНС, DNS, Ситилинк, МТС, Мегафон, Теле2, Связной, Ростелеком.</p> <p> </p> <p> </p>"
,,
,,
86206732,Продавец-консультант,"<p><strong>Мы предлагаем:</strong></p> <ul> <li><strong>ДМС</strong> со стоматологией</li> <li><strong>Оплату мобильной связи</strong> на 1500 в месяц</li> <li>2 дополнительных дня отпуска от компании – всего <strong>30 отпускных дней</strong></li> <li><strong>Скидки для сотрудников</strong> на технику и продукты билайна</li> <li><strong>Оплачиваемое обучение </strong></li> <li>Оформление на <strong>трудовой договор</strong></li> <li><strong>Доход</strong>, состоящий из окладной и премиальной частей</li> <li>Офис <strong>рядом с домом</strong></li> <li>График работы <strong>5/2 с плавающими выходными</strong></li> </ul> <p><strong>В нашем офисе обслуживания ты будешь:</strong></p> <ul> <li>Консультировать клиентов</li> <li>Настраивать тарифы абонентам билайна</li> <li>Подключать услуги и сервисы</li> </ul> <p> </p> <p><strong>Опыт в продажах не требуется.</strong></p> <p>У тебя будет мобильное приложение, в котором есть все характеристики гаджетов и тарифов. Ты сможешь легко отвечать на любые вопросы клиентов.</p> <p> </p> <p><strong>Приступить к работе можно всего за 3 дня:</strong></p> <p>1. Нажми «откликнуться» и мы перезвоним в течение рабочего дня</p> <p>2. Пригласим в ближайший офис для встречи с руководителем</p> <p>3. Подпишем договор</p> <p>-------------------------------------------------------------------------------------------------------------------</p> <p>Будет преимуществом опыт работы в должностях: менеджер по работе с клиентами, специалист салона связи, администратор, кассир, сервисный специалист, мерчандайзер, кредитный специалист, оператор колл центра, курьер, менеджер по продажам, продавец-консультант, специалист по продажам, менеджер офиса продаж, промоутер.</p> <p>Тебе понравится в билайне, если работал в компаниях: Яндекс, СБЕР, Тинькофф, Пятерочка, Магнит, Самокат, Яндекс Доставка, OZON, Wildberries, Вкусно – и точка, KFC, Burger King, М.Видео, Эльдорадо, ДНС, DNS, Ситилинк, МТС, Мегафон, Теле2, Связной, Ростелеком.</p> <p> </p> <p> </p>"
